time,temperature_dht,temperature_bmp,humidity,light,sound,pressure,movement,vibration,accX,accY,accZ
2024-06-11 17:09:24,21,20.50,42,151,44,101667,0,0,-0.93,-1.21,10.98
2024-06-11 17:09:25,21,20.50,42,151,44,101667,0,0,-0.93,-1.21,10.98
2024-06-11 17:09:25,21,20.50,42,151,44,101667,0,0,-0.93,-1.21,10.98
2024-06-11 17:09:26,21,20.50,42,151,44,101667,0,0,-0.93,-1.21,10.98
2024-06-11 17:09:27,21,20.50,42,151,44,101667,0,0,-0.93,-1.21,10.98
2024-06-11 17:09:27,21,20.50,42,151,44,101667,0,0,-0.93,-1.21,10.98
2024-06-11 17:09:28,21,20.50,42,151,44,101667,0,0,-0.93,-1.21,10.98
2024-06-11 17:09:28,21,20.50,42,151,44,101667,0,0,-0.93,-1.21,10.98
